car_id,model_year,mileage_km,horsepower,previous_owners,airbags_count,warranty_months,price_brl_log,engine_size_liters_log,brand_Fiat,brand_Ford,brand_Honda,brand_Hyundai,brand_Toyota,brand_Volkswagen,fuel_type_Elétrico,fuel_type_Etanol,fuel_type_Flex,fuel_type_Gasolina,fuel_type_Híbrido,transmission_Automática,transmission_Cvt,transmission_Manual,drivetrain_Dianteira,drivetrain_Traseira,condition_Excelente,condition_Regular,condition_Ruim,accident_history_2+ Acidentes,accident_history_Sem Acidentes,service_history_Parcial,service_history_Sem Histórico,air_conditioning_Sim,power_steering_Sim,power_windows_Sim,abs_brakes_Sim,interior_material_Couro Sintético,interior_material_Tecido,sound_system_Multimídia,sound_system_Premium,sunroof_Sim,parking_sensors_Sim,imported_Sim,color_Branco,color_Cinza,color_Prata,color_Preto,color_Vermelho,car_age,km_per_year_score,usage_intensity
Car01463,0.4664096307727055,-1.4822042694310122,-0.01814025815578658,1.3646501469040946,1.1664139367394706,-0.10292679668012676,10.805050359005671,-0.4971606550341905,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.4664096307726887,-0.8133937781241081,-0.8133937781241081
Car01201,-0.6845424545653038,-1.536503050133654,-1.1837208469419662,-0.05079626226451879,-0.4029372435745874,-1.243321982532906,10.377203034325737,-0.4971606550341905,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.6845424545653206,-0.8908899903821145,-0.8908899903821145
Car01778,0.2362192137051036,1.123341919123883,-1.0963023027830028,-0.7585194668488254,-0.010599448496072887,-0.8631902539153129,10.39044047749056,0.7604737325513222,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.23621921370508683,0.31797571537188135,0.31797571537188135
Car00354,1.156980881975511,1.3799996406370263,-1.577104295657302,0.6569269423197879,1.1664139367394706,0.7523695927094577,8.987321812850125,-0.22506287377365766,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1.1569808819754943,1.8235226816843861,1.8235226816843861
Car01927,0.4664096307727055,-0.5243518389351184,-1.3148486631804115,-0.05079626226451879,0.7740761416609561,1.3225671856358474,11.383226718365883,-0.22506287377365766,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,-0.4664096307726887,-0.33030841027176766,-0.33030841027176766
Car00458,1.3871712990431129,0.3416314423921646,0.5355105215176488,1.3646501469040946,-1.1876128337316163,-0.48305852529771987,8.987321812850125,0.28667679918813777,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.387171299043096,1.5297620443177238,1.5297620443177238
Car00176,1.6173617161107148,1.1292379988466446,-1.5333950235778202,-0.7585194668488254,-1.1876128337316163,1.1325013213270507,10.530307947299276,0.28667679918813777,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,-1.617361716110698,4.165446978522237,4.165446978522237
Car00766,0.9267904649079092,-0.3085141856421175,0.8851846981535028,0.6569269423197879,-0.4029372435745874,1.1325013213270507,11.04184926072152,-0.4971606550341905,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.9267904649078924,0.07438484934505159,0.07438484934505159
Car02151,-0.2241616204301001,1.3792729145316627,1.5262540219859015,0.6569269423197879,-1.1876128337316163,-0.6731243896065164,8.987321812850125,-0.22506287377365766,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0.22416162043011686,0.15252523536072293,0.15252523536072293
Car00480,-1.1449232887005074,-1.1945852734667162,1.3368471763081473,0.6569269423197879,-0.7952750386531019,-0.3880255931433216,10.482233472786097,0.28667679918813777,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1.1449232887005243,-0.8146904241741585,-0.8146904241741585
Car01568,0.2362192137051036,0.5438258414429612,0.4772314920783398,-0.05079626226451879,-1.1876128337316163,-1.1482890503785077,10.163811274974622,0.28667679918813777,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,-0.23621921370508683,0.06223562162836035,0.06223562162836035
Car01318,0.6966000478403073,-1.4419326737432197,-0.7466281261471489,0.6569269423197879,0.3817383465824416,0.5623037284006611,11.060761753852823,-0.4971606550341905,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.6966000478402905,-0.7650893906062343,-0.7650893906062343
Car01638,0.006028796637501758,1.2549479032612454,-1.0088837586240393,-1.4662426714331322,0.7740761416609561,-1.243321982532906,9.265775078864284,-0.22506287377365766,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,-0.006028796637484993,0.22748682154880426,0.22748682154880426
Car02185,-0.9147328716329056,0.4663403844352268,-0.10555880231475007,-2.881689080601746,-1.1876128337316163,-0.10292679668012676,9.549024446393997,2.0017777591320036,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.9147328716329224,-0.35237666109693144,-0.35237666109693144
Car00809,1.3871712990431129,0.02498453765324912,1.4096959631072836,-0.7585194668488254,1.1664139367394706,-0.3880255931433216,10.784068201776204,0.28667679918813777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1.387171299043096,1.1571324787414015,1.1571324787414015
Car01566,1.6173617161107148,-0.6086520671573005,0.724917367195403,-1.4662426714331322,0.3817383465824416,0.7523695927094577,11.05794442939015,-1.3907052734306435,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,-1.617361716110698,1.0977276484608305,1.0977276484608305
Car00044,1.3871712990431129,1.3717588408384687,-0.16383783175405905,0.6569269423197879,-0.010599448496072887,-1.7184866433048973,8.987321812850125,-0.22506287377365766,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,-1.387171299043096,2.7420143014108844,2.7420143014108844
Car00451,0.9267904649079092,-0.9110935333083532,-1.0671627880633483,1.3646501469040946,-1.5799506288101308,-1.3383549146873044,8.987321812850125,-0.22506287377365766,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.9267904649078924,-0.35108379194409367,-0.35108379194409367
Car00782,0.2362192137051036,-1.270630990077032,1.5262540219859015,-1.4662426714331322,-1.1876128337316163,-0.10292679668012676,10.828876767395542,-1.3907052734306435,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.23621921370508683,-0.7384830780899021,-0.7384830780899021
Car00325,0.006028796637501758,1.2663561319341237,0.666638337756094,0.6569269423197879,1.558751731817985,0.6573366605550595,9.859849095506299,0.28667679918813777,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.006028796637484993,0.23196188323502234,0.23196188323502234
Car00840,1.156980881975511,1.3631341102672663,1.5699632940653834,0.6569269423197879,1.558751731817985,1.0374683891726526,11.500296048570087,0.7604737325513222,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-1.1569808819754943,1.8086371850298086,1.8086371850298086
Car00757,-0.9147328716329056,-1.5589904239600005,-0.8486164276659397,0.6569269423197879,-1.5799506288101308,-0.7681573217609147,10.064032034093815,-0.22506287377365766,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.9147328716329224,-0.9023934351701454,-0.9023934351701454
Car00974,-1.1449232887005074,-1.3504063199073273,0.5209407641578215,-1.4662426714331322,0.7740761416609561,0.6573366605550595,10.837028637816811,0.28667679918813777,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.1449232887005243,-0.8539839860748827,-0.8539839860748827
Car02298,0.9267904649079092,1.2204626927897444,0.24411537432110386,-0.7585194668488254,0.3817383465824416,-0.10292679668012676,10.591597065328735,-0.22506287377365766,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,-0.9267904649078924,1.1539633605376518,1.1539633605376518
Car00510,-0.6845424545653038,0.19841155238229266,1.016312514391948,-0.7585194668488254,1.558751731817985,-0.8631902539153129,10.457343929717506,-0.4971606550341905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.6845424545653206,-0.38047881552744733,-0.38047881552744733
Car00611,0.006028796637501758,0.019143305183722512,-1.0380232733436938,-0.05079626226451879,1.558751731817985,0.18217199978306806,10.212294906602857,-1.3907052734306435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.006028796637484993,-0.25727746281871233,-0.25727746281871233
Car00621,-0.6845424545653038,-0.8799677170974953,0.7686266392748847,-1.4662426714331322,-0.4029372435745874,-1.6234537111504992,9.527338498762017,-0.22506287377365766,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.6845424545653206,-0.6977375607566881,-0.6977375607566881
Car02022,-1.1449232887005074,-0.3445625428308158,0.8414754260740209,-0.7585194668488254,0.7740761416609561,0.18217199978306806,10.055822298839407,-0.4971606550341905,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1.1449232887005243,-0.600339272348243,-0.600339272348243
Car02059,-0.4543520374977019,0.7986050445328061,0.4626617347185126,0.6569269423197879,-0.7952750386531019,1.4176001177902455,9.494466128225186,2.0017777591320036,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.4543520374977187,-0.1350709214081211,-0.1350709214081211
Car01377,0.2362192137051036,0.7975218112814151,0.7394871245552302,-0.05079626226451879,0.7740761416609561,1.0374683891726526,10.913122897389524,-0.22506287377365766,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.23621921370508683,0.17419149931250347,0.17419149931250347
Car00679,-1.6053041228357112,1.2982360978769625,-0.9797442439043849,-0.05079626226451879,-0.4029372435745874,-1.7184866433048973,8.987321812850125,0.7604737325513222,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1.6053041228357279,-0.2829445233555303,-0.2829445233555303
Car01358,0.9267904649079092,-1.4403421033994048,0.666638337756094,0.6569269423197879,-1.5799506288101308,0.6573366605550595,11.191893412836894,1.2015681247529084,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.9267904649078924,-0.7247751089349104,-0.7247751089349104
Car01232,0.006028796637501758,-0.8378450266130218,-1.6645228398162655,1.3646501469040946,-0.7952750386531019,-1.243321982532906,10.7379823741081,0.7604737325513222,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.006028796637484993,-0.5934449572761978,-0.5934449572761978
Car02429,0.2362192137051036,0.45593311813388715,-0.4115237068711222,-1.4662426714331322,0.3817383465824416,-1.3383549146873044,10.765744395917798,-0.22506287377365766,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.23621921370508683,0.02344861611785568,0.02344861611785568
Car02091,-0.9147328716329056,-0.9175655091900822,-1.0234535159838667,-0.7585194668488254,-0.4029372435745874,-1.3383549146873044,8.987321812850125,-1.3907052734306435,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0.9147328716329224,-0.7282024037744033,-0.7282024037744033
Car00737,0.2362192137051036,-0.53846129482982,-0.9797442439043849,0.6569269423197879,-0.7952750386531019,-0.6731243896065164,10.925974450814746,-0.4971606550341905,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.23621921370508683,-0.4153770354620678,-0.4153770354620678
Car00531,1.3871712990431129,-1.3500223891346825,0.33153391848006736,-0.7585194668488254,0.7740761416609561,0.7523695927094577,10.600527147811418,-1.3907052734306435,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1.387171299043096,-0.46097344974030324,-0.46097344974030324
