car_id,model_year,mileage_km,horsepower,previous_owners,airbags_count,warranty_months,price_brl_log,engine_size_liters_log,brand_Fiat,brand_Ford,brand_Honda,brand_Hyundai,brand_Toyota,brand_Volkswagen,fuel_type_Elétrico,fuel_type_Etanol,fuel_type_Flex,fuel_type_Gasolina,fuel_type_Híbrido,transmission_Automática,transmission_Cvt,transmission_Manual,drivetrain_Dianteira,drivetrain_Traseira,condition_Excelente,condition_Regular,condition_Ruim,accident_history_2+ Acidentes,accident_history_Sem Acidentes,service_history_Parcial,service_history_Sem Histórico,air_conditioning_Sim,power_steering_Sim,power_windows_Sim,abs_brakes_Sim,interior_material_Couro Sintético,interior_material_Tecido,sound_system_Multimídia,sound_system_Premium,sunroof_Sim,parking_sensors_Sim,imported_Sim,color_Branco,color_Cinza,color_Prata,color_Preto,color_Vermelho,car_age,km_per_year_score,usage_intensity
Car00283,-1.605304122835728,1.5134155841311432,-0.7466281261471488,-0.05079626226451876,-0.010599448496072767,1.2275342534814493,8.987321812850125,-0.22506287377365783,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1.605304122835728,-0.23546523494083843,-0.23546523494083843
Car01514,0.6966000478402903,0.4750062504463553,-0.6883490967078398,-0.7585194668488254,-0.7952750386531018,-0.29299266098892307,10.034471954331547,0.760473732551322,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,-0.6966000478402903,0.36283592283725496,0.36283592283725496
Car00650,0.46640963077268854,0.922943767616532,-0.6737793393480126,-1.4662426714331322,1.5587517318179853,-0.19795972883452478,10.800085651064547,-0.49716065503419066,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.46640963077268854,0.39962378828214884,0.39962378828214884
Car01076,1.387171299043096,0.6530541462604469,0.025569013923695205,0.6569269423197879,0.3817383465824417,1.4176001177902458,10.82283361213929,0.2866767991881376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-1.3871712990430958,1.8962437787554076,1.8962437787554076
Car01356,-1.1449232887005243,0.16230834794035925,1.6573818382243464,0.6569269423197879,-0.7952750386531018,-0.10292679668012651,9.515837804297965,-0.49716065503419066,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1.1449232887005245,-0.4725210913184847,-0.4725210913184847
Car01383,0.6966000478402903,0.3959165112814974,-1.3148486631804113,1.3646501469040946,1.5587517318179853,-0.38802559314332136,10.400619849170116,0.2866767991881376,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,-0.6966000478402903,0.31629958424451643,0.31629958424451643
Car01088,0.46640963077268854,1.374021290034412,0.5355105215176487,-0.7585194668488254,1.5587517318179853,0.5623037284006613,9.218209330354878,0.2866767991881376,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,-0.46640963077268854,0.6271212021941743,0.6271212021941743
Car02143,-1.3751137057681262,-1.164364436934236,-0.5572212804693946,1.3646501469040946,0.7740761416609562,-1.0532561182241094,9.76036747794131,2.0017777591320036,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1.3751137057681264,-0.8173346600568479,-0.8173346600568479
Car01217,1.387171299043096,0.6565506586541776,0.8269056687141935,0.6569269423197879,-0.40293724357458727,1.4176001177902458,10.872161984089844,0.2866767991881376,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,-1.3871712990430958,1.9003584688875672,1.9003584688875672
Car00938,-0.22416162043011706,-0.9016323821253173,0.6957778524757484,-0.05079626226451876,1.1664139367394708,-0.6731243896065162,11.50960997480191,0.2866767991881376,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0.22416162043011703,-0.6527244643148353,-0.6527244643148353
Car00057,1.387171299043096,-1.3179778814321388,-0.14926807439423173,1.3646501469040946,-1.5799506288101306,1.4176001177902458,11.32824512844138,-0.22506287377365783,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,-1.3871712990430958,-0.4232635248820404,-0.4232635248820404
Car00932,0.9267904649078922,-1.1969025699158948,0.8851846981535025,-0.05079626226451876,-1.187612833731616,-1.2433219825329058,11.165677376847421,0.760473732551322,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.9267904649078922,-0.5528875592728824,-0.5528875592728824
Car00980,-0.22416162043011706,-1.546306996649409,-1.1691510895821389,-1.4662426714331322,-1.5799506288101306,-1.718486643304897,8.987321812850125,-0.22506287377365783,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.22416162043011703,-0.8803200775543847,-0.8803200775543847
Car00644,-1.1449232887005243,-0.629850530532625,0.24411537432110386,-1.4662426714331322,1.5587517318179853,-1.4333878468417023,10.123425972901389,-0.49716065503419066,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1.1449232887005245,-0.672280652927834,-0.672280652927834
Car02437,-0.9147328716329226,-0.48177665861145624,1.6136725661448645,0.6569269423197879,1.1664139367394708,-1.0532561182241094,9.891870333195937,-0.22506287377365783,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.9147328716329226,-0.6098557234302431,-0.6098557234302431
Car00045,-1.3751137057681262,0.21164345222523423,-0.8049071555864576,-1.4662426714331322,0.3817383465824417,0.6573366605550597,8.987321812850125,-1.3907052734306438,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.3751137057681264,-0.49347788818039096,-0.49347788818039096
Car01463,0.46640963077268854,-1.4822042694310125,-0.018140258155786525,1.3646501469040946,1.1664139367394708,-0.10292679668012651,10.805050359005671,-0.49716065503419066,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.46640963077268854,-0.8133937781241083,-0.8133937781241083
Car01201,-0.6845424545653208,-1.5365030501336543,-1.183720846941966,-0.05079626226451876,-0.40293724357458727,-1.2433219825329058,10.377203034325737,-0.49716065503419066,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.6845424545653208,-0.8908899903821147,-0.8908899903821147
Car01778,0.23621921370508664,1.1233419191238827,-1.0963023027830026,-0.7585194668488254,-0.010599448496072767,-0.8631902539153127,10.39044047749056,0.760473732551322,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.23621921370508667,0.31797571537188146,0.31797571537188146
Car00354,1.156980881975494,1.379999640637026,-1.5771042956573016,0.6569269423197879,1.1664139367394708,0.7523695927094579,8.987321812850125,-0.22506287377365783,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1.156980881975494,1.8235226816843866,1.8235226816843866
Car01927,0.46640963077268854,-0.5243518389351186,-1.3148486631804113,-0.05079626226451876,0.7740761416609562,1.3225671856358476,11.383226718365883,-0.22506287377365783,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,-0.46640963077268854,-0.33030841027176766,-0.33030841027176766
Car00458,1.387171299043096,0.3416314423921644,0.5355105215176487,1.3646501469040946,-1.187612833731616,-0.48305852529771964,8.987321812850125,0.2866767991881376,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.3871712990430958,1.5297620443177242,1.5297620443177242
Car00176,1.617361716110698,1.1292379988466443,-1.5333950235778198,-0.7585194668488254,-1.187612833731616,1.132501321327051,10.530307947299276,0.2866767991881376,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,-1.6173617161106977,4.165446978522238,4.165446978522238
Car00766,0.9267904649078922,-0.3085141856421177,0.8851846981535025,0.6569269423197879,-0.40293724357458727,1.132501321327051,11.04184926072152,-0.49716065503419066,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.9267904649078922,0.07438484934505164,0.07438484934505164
Car02151,-0.22416162043011706,1.3792729145316625,1.526254021985901,0.6569269423197879,-1.187612833731616,-0.6731243896065162,8.987321812850125,-0.22506287377365783,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0.22416162043011703,0.15252523536072302,0.15252523536072302
Car00480,-1.1449232887005243,-1.1945852734667164,1.336847176308147,0.6569269423197879,-0.7952750386531018,-0.38802559314332136,10.482233472786097,0.2866767991881376,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1.1449232887005245,-0.8146904241741587,-0.8146904241741587
Car01568,0.23621921370508664,0.543825841442961,0.47723149207833976,-0.05079626226451876,-1.187612833731616,-1.1482890503785075,10.163811274974622,0.2866767991881376,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,-0.23621921370508667,0.06223562162836041,0.06223562162836041
Car01318,0.6966000478402903,-1.4419326737432199,-0.7466281261471488,0.6569269423197879,0.3817383465824417,0.5623037284006613,11.060761753852823,-0.49716065503419066,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.6966000478402903,-0.7650893906062345,-0.7650893906062345
Car01638,0.006028796637484806,1.2549479032612452,-1.0088837586240391,-1.4662426714331322,0.7740761416609562,-1.2433219825329058,9.265775078864284,-0.22506287377365783,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,-0.006028796637484817,0.22748682154880437,0.22748682154880437
Car02185,-0.9147328716329226,0.46634038443522663,-0.10555880231474998,-2.881689080601746,-1.187612833731616,-0.10292679668012651,9.549024446393997,2.0017777591320036,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.9147328716329226,-0.35237666109693144,-0.35237666109693144
Car00809,1.387171299043096,0.02498453765324895,1.4096959631072834,-0.7585194668488254,1.1664139367394708,-0.38802559314332136,10.784068201776204,0.2866767991881376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1.3871712990430958,1.1571324787414017,1.1571324787414017
Car01566,1.617361716110698,-0.6086520671573007,0.7249173671954029,-1.4662426714331322,0.3817383465824417,0.7523695927094579,11.05794442939015,-1.3907052734306438,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,-1.6173617161106977,1.0977276484608307,1.0977276484608307
Car00044,1.387171299043096,1.3717588408384684,-0.16383783175405897,0.6569269423197879,-0.010599448496072767,-1.718486643304897,8.987321812850125,-0.22506287377365783,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,-1.3871712990430958,2.742014301410885,2.742014301410885
Car00451,0.9267904649078922,-0.9110935333083534,-1.067162788063348,1.3646501469040946,-1.5799506288101306,-1.3383549146873042,8.987321812850125,-0.22506287377365783,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.9267904649078922,-0.35108379194409367,-0.35108379194409367
Car00782,0.23621921370508664,-1.2706309900770323,1.526254021985901,-1.4662426714331322,-1.187612833731616,-0.10292679668012651,10.828876767395542,-1.3907052734306438,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.23621921370508667,-0.7384830780899022,-0.7384830780899022
Car00325,0.006028796637484806,1.2663561319341234,0.6666383377560939,0.6569269423197879,1.5587517318179853,0.6573366605550597,9.859849095506299,0.2866767991881376,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.006028796637484817,0.23196188323502245,0.23196188323502245
Car00840,1.156980881975494,1.363134110267266,1.569963294065383,0.6569269423197879,1.5587517318179853,1.0374683891726528,11.500296048570087,0.760473732551322,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-1.156980881975494,1.808637185029809,1.808637185029809
Car00757,-0.9147328716329226,-1.5589904239600008,-0.8486164276659395,0.6569269423197879,-1.5799506288101306,-0.7681573217609144,10.064032034093815,-0.22506287377365783,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.9147328716329226,-0.9023934351701456,-0.9023934351701456
Car00974,-1.1449232887005243,-1.3504063199073275,0.5209407641578214,-1.4662426714331322,0.7740761416609562,0.6573366605550597,10.837028637816811,0.2866767991881376,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.1449232887005245,-0.8539839860748829,-0.8539839860748829
Car02298,0.9267904649078922,1.2204626927897442,0.24411537432110386,-0.7585194668488254,0.3817383465824417,-0.10292679668012651,10.591597065328735,-0.22506287377365783,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,-0.9267904649078922,1.153963360537652,1.153963360537652
Car00510,-0.6845424545653208,0.1984115523822925,1.0163125143919478,-0.7585194668488254,1.5587517318179853,-0.8631902539153127,10.457343929717506,-0.49716065503419066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.6845424545653208,-0.3804788155274474,-0.3804788155274474
Car00611,0.006028796637484806,0.019143305183722342,-1.0380232733436936,-0.05079626226451876,1.5587517318179853,0.1821719997830683,10.212294906602857,-1.3907052734306438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.006028796637484817,-0.25727746281871233,-0.25727746281871233
Car00621,-0.6845424545653208,-0.8799677170974955,0.7686266392748845,-1.4662426714331322,-0.40293724357458727,-1.623453711150499,9.527338498762017,-0.22506287377365783,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.6845424545653208,-0.6977375607566882,-0.6977375607566882
Car02022,-1.1449232887005243,-0.34456254283081594,0.8414754260740207,-0.7585194668488254,0.7740761416609562,0.1821719997830683,10.055822298839407,-0.49716065503419066,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1.1449232887005245,-0.6003392723482431,-0.6003392723482431
Car02059,-0.45435203749771885,0.7986050445328059,0.4626617347185125,0.6569269423197879,-0.7952750386531018,1.4176001177902458,9.494466128225186,2.0017777591320036,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.45435203749771885,-0.13507092140812108,-0.13507092140812108
Car01377,0.23621921370508664,0.7975218112814149,0.7394871245552301,-0.05079626226451876,0.7740761416609562,1.0374683891726528,10.913122897389524,-0.22506287377365783,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.23621921370508667,0.17419149931250355,0.17419149931250355
Car00679,-1.605304122835728,1.2982360978769623,-0.9797442439043846,-0.05079626226451876,-0.40293724357458727,-1.718486643304897,8.987321812850125,0.760473732551322,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1.605304122835728,-0.2829445233555303,-0.2829445233555303
Car01358,0.9267904649078922,-1.440342103399405,0.6666383377560939,0.6569269423197879,-1.5799506288101306,0.6573366605550597,11.191893412836894,1.2015681247529082,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.9267904649078922,-0.7247751089349105,-0.7247751089349105
Car01232,0.006028796637484806,-0.8378450266130221,-1.664522839816265,1.3646501469040946,-0.7952750386531018,-1.2433219825329058,10.7379823741081,0.760473732551322,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.006028796637484817,-0.593444957276198,-0.593444957276198
Car02429,0.23621921370508664,0.455933118133887,-0.41152370687112205,-1.4662426714331322,0.3817383465824417,-1.3383549146873042,10.765744395917798,-0.22506287377365783,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.23621921370508667,0.023448616117855734,0.023448616117855734
Car02091,-0.9147328716329226,-0.9175655091900824,-1.0234535159838665,-0.7585194668488254,-0.40293724357458727,-1.3383549146873042,8.987321812850125,-1.3907052734306438,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0.9147328716329226,-0.7282024037744034,-0.7282024037744034
Car00737,0.23621921370508664,-0.5384612948298202,-0.9797442439043846,0.6569269423197879,-0.7952750386531018,-0.6731243896065162,10.925974450814746,-0.49716065503419066,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.23621921370508667,-0.41537703546206783,-0.41537703546206783
Car00531,1.387171299043096,-1.3500223891346828,0.33153391848006736,-0.7585194668488254,0.7740761416609562,0.7523695927094579,10.600527147811418,-1.3907052734306438,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1.3871712990430958,-0.4609734497403033,-0.4609734497403033
